Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
871;21100805774;"Acta Politologica";journal;"18038220, 18041302";0,175;Q3;4;15;38;911;12;36;0,32;60,73;Czech Republic;Eastern Europe;"Institute of Political Studies, Charles University";"2016-2021";"Sociology and Political Science (Q3)"
872;21100454915;"Cliodynamics";journal;"23737530";0,175;Q3;7;5;26;94;16;24;0,17;18,80;United States;Northern America;"University of California eScholarship Repository";"2015-2021";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3); Modeling and Simulation (Q4)"
873;5600156482;"Dutch Crossing";journal;"03096564";0,175;Q3;4;18;65;516;18;57;0,36;28,67;United Kingdom;Western Europe;"Maney Publishing";"2011-2021";"Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Sociology and Political Science (Q3)"
874;21100899640;"Educational Research for Social Change";journal;"22214070";0,174;Q3;6;19;54;726;57;48;0,52;38,21;South Africa;Africa;"Nelson Mandela University,Faculty of Education";"2018-2021";"Sociology and Political Science (Q3); Education (Q4)"
875;5700163865;"Critique Internationale";journal;"12907839";0,173;Q3;17;21;129;838;43;110;0,36;39,90;France;Western Europe;"Presses de Sciences Po";"2001-2021";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
876;26143;"Middle Eastern Studies";journal;"17437881, 00263206";0,173;Q3;34;62;200;0;95;194;0,40;0,00;United Kingdom;Western Europe;"Routledge";"1964-2021";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3); Geography, Planning and Development (Q4)"
877;21100889405;"Critical and Radical Social Work";journal;"20498675, 20498608";0,172;Q3;3;9;94;221;49;91;0,58;24,56;United Kingdom;Western Europe;"Policy Press";"2018-2021";"Sociology and Political Science (Q3)"
878;19900191879;"Informacao e Sociedade";journal;"18094783, 01040146";0,172;Q3;7;16;188;605;37;177;0,16;37,81;Brazil;Latin America;"Universidade Federal de Campina Grande";"2011-2021";"Communication (Q3); Sociology and Political Science (Q3)"
879;21100465083;"Israel Studies Review";journal;"21590370, 21590389";0,172;Q3;6;22;70;768;25;64;0,32;34,91;United States;Northern America;"Berghahn Books Inc.";"2015-2021";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)"
880;21100996940;"Journal of Global Slavery";journal;"2405836X, 24058351";0,172;Q3;3;16;65;695;19;60;0,29;43,44;Netherlands;Western Europe;"Brill Academic Publishers";"2019-2021";"History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
881;8100153108;"Revista Brasileira de Historia";journal;"01020188, 18069347";0,172;Q3;9;49;108;1782;24;99;0,19;36,37;Brazil;Latin America;"Associacao Nacional de Historia";"1999, 2001, 2007-2021";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3); Geography, Planning and Development (Q4)"
882;21100258751;"International Journal of Social Sustainability in Economic, Social and Cultural Context";journal;"2325114X, 23251115";0,171;Q3;4;3;29;67;10;29;0,57;22,33;United States;Northern America;"Common Ground Research Networks";"2013-2021";"Sociology and Political Science (Q3); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4)"
883;21100855843;"Public Policy and Administration";journal;"16482603, 20292872";0,171;Q3;10;65;140;1869;77;140;0,59;28,75;Lithuania;Eastern Europe;"Mykolas Riomeris University";"2011-2021";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3); Public Administration (Q4)"
884;5700167216;"Stato e Mercato";journal;"03929701";0,171;Q3;19;0;39;0;17;38;0,32;0,00;Italy;Western Europe;"Societa Editrice Il Mulino";"1997-2018, 2020";"Sociology and Political Science (Q3)"
885;5600153254;"Dirasat: Human and Social Sciences";journal;"10263721";0,170;Q3;5;203;334;5590;27;334;0,07;27,54;Jordan;Middle East;"The University of Jordan";"2007-2021";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Health (social science) (Q4)"
886;145329;"International Journal of Discrimination and the Law";journal;"13582291, 20479468";0,170;Q3;9;24;40;661;34;34;0,74;27,54;United States;Northern America;"SAGE Publications Inc.";"2000, 2005-2009, 2011-2021";"Law (Q3); Sociology and Political Science (Q3)"
887;9500154011;"Journal of African American Studies";journal;"15591646";0,170;Q3;18;41;93;1631;45;84;0,29;39,78;United States;Northern America;"Springer New York";"1996, 2003-2005, 2008-2021";"Cultural Studies (Q2); Gender Studies (Q3); Sociology and Political Science (Q3)"
888;3900148501;"North American Journal of Psychology";journal;"15277143";0,170;Q3;30;51;125;2044;53;123;0,29;40,08;United States;Northern America;"North American Journal of Psychology";"2005-2021";"Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4); Education (Q4); Psychology (miscellaneous) (Q4)"
889;21100451196;"Online Journal Modelling the New Europe";journal;"22470514";0,170;Q3;5;17;83;670;51;82;0,54;39,41;Romania;Eastern Europe;"Faculty of European Studies, Babes-Bolyai University";"2015-2021";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
890;5900152888;"Grey Room";journal;"15263819";0,169;Q3;18;19;67;64;17;44;0,19;3,37;United States;Northern America;"MIT Press Journals";"2002-2021";"Visual Arts and Performing Arts (Q1); Architecture (Q3); Communication (Q3); Sociology and Political Science (Q3)"
891;5600155107;"Journal of Australian Studies";journal;"0314769X, 14443058";0,169;Q3;19;37;110;0;85;98;0,64;0,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1977-2021";"Literature and Literary Theory (Q1); Cultural Studies (Q2); History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
892;21100887717;"Journal of Contemporary Central and Eastern Europe";journal;"25739638, 25739646";0,169;Q3;14;13;45;578;26;38;0,41;44,46;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2021";"Cultural Studies (Q2); History (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)"
893;21101039257;"Revista Brasileira de Estudos Politicos";journal;"23595736, 00347191";0,169;Q3;2;31;28;1161;3;28;0,11;37,45;Brazil;Latin America;"Universidade Federal de Minas Gerais, Faculdade de Letras";"2020-2021";"Law (Q3); Sociology and Political Science (Q3)"
894;17356;"Revista Mexicana de Sociologia";journal;"01882503";0,169;Q3;12;54;122;2201;44;118;0,27;40,76;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1976, 1978-1979, 1981, 1983, 1985, 1988, 1990, 1993, 1995-1996, 2011-2021";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
895;21100203918;"Social Evolution and History";journal;"16814363";0,169;Q3;11;15;67;916;28;64;0,42;61,07;Russian Federation;Eastern Europe;"Uchitel Publishing House";"2011-2021";"History (Q2); Anthropology (Q3); Sociology and Political Science (Q3)"
896;19700187711;"African and Black Diaspora";journal;"17528631, 1752864X";0,168;Q3;11;2;74;54;52;66;0,64;27,00;United Kingdom;Western Europe;"Routledge";"2010-2021";"Cultural Studies (Q2); Anthropology (Q3); Arts and Humanities (miscellaneous) (Q3); Demography (Q3); Sociology and Political Science (Q3)"
897;21100229212;"Asian Women";journal;"1225925X";0,168;Q3;8;12;55;635;29;52;0,35;52,92;South Korea;Asiatic Region;"Sookmyung Women's University";"2008-2020";"Gender Studies (Q3); Sociology and Political Science (Q3)"
898;21101017895;"Jurnal Ilmu Sosial dan Ilmu Politik";journal;"14104946, 25027883";0,168;Q3;3;17;36;807;21;36;0,58;47,47;Indonesia;Asiatic Region;"Universitas Gadjah Mada - Faculty of Social and Political Sciences";"2019-2021";"Sociology and Political Science (Q3)"
899;144678;"Revija Za Socijalnu Politiku";journal;"13302965";0,168;Q3;13;23;66;976;24;53;0,35;42,43;Croatia;Eastern Europe;"University of Zagreb";"2005-2021";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
900;16023;"Dissent";journal;"00123846";0,167;Q3;20;97;194;0;55;179;0,21;0,00;United States;Northern America;"Foundation for the Study of Independent Social Ideas";"1976-1977, 1979, 1981, 1983, 1986-1988, 1994, 1996-2021";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
901;21100889438;"International Journal of Pluralism and Economics Education";journal;"17575656, 17575648";0,167;Q3;2;17;82;392;17;80;0,21;23,06;Switzerland;Western Europe;"Inderscience Enterprises Ltd.";"2018-2020";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3); Education (Q4)"
902;5700153385;"Journal of Human Values";journal;"09730737, 09716858";0,167;Q3;15;19;58;827;30;50;0,39;43,53;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"1995-2021";"Cultural Studies (Q2); Philosophy (Q2); Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4); Social Psychology (Q4)"
903;5700165614;"Journal of Middle East Women's Studies";journal;"15525864";0,167;Q3;10;32;94;952;27;81;0,37;29,75;United States;Northern America;"Indiana University Press";"2013-2021";"Cultural Studies (Q2); History (Q2); Gender Studies (Q3); Sociology and Political Science (Q3)"
904;21100456188;"Journal of the Middle East and Africa";journal;"21520844, 21520852";0,167;Q3;9;26;61;0;32;61;0,56;0,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2021";"Cultural Studies (Q2); History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
905;82318;"Revista de Estudios Regionales";journal;"02137585";0,167;Q3;8;0;34;0;20;34;0,69;0,00;Spain;Western Europe;"Departamento de Politica Economica, Facultad de Ciencias Economicas y Empresariales";"1978, 2006, 2012-2020";"Sociology and Political Science (Q3); Development (Q4); Economics and Econometrics (Q4)"
906;17300154984;"Revue d'Anthropologie des Connaissances";journal;"17605393";0,167;Q3;15;0;53;0;24;53;0,33;0,00;France;Western Europe;"Cairn France";"2007-2020";"Anthropology (Q3); History and Philosophy of Science (Q3); Sociology and Political Science (Q3); Education (Q4)"
907;21100243004;"Cahiers du Genre";journal;"19683928, 12986046";0,166;Q3;8;10;54;412;14;52;0,16;41,20;France;Western Europe;"L'Harmattan";"2011-2021";"Demography (Q3); Gender Studies (Q3); Sociology and Political Science (Q3)"
908;15024;"Africa Today";journal;"15271978, 00019887";0,165;Q3;32;29;72;1467;38;65;0,44;50,59;United States;Northern America;"Indiana University Press";"1981, 1984, 1993, 1996-2021";"Sociology and Political Science (Q3); Geography, Planning and Development (Q4)"
909;21100248874;"Dilemas";journal;"19835922, 21782792";0,165;Q3;9;42;103;1568;20;101;0,24;37,33;Brazil;Latin America;"Universidade Federal do Rio de Janeiro - UFRJ";"2013-2021";"Law (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
910;15344;"International History Review";journal;"07075332";0,165;Q3;24;116;200;359;91;197;0,38;3,09;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1979-2021";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)"
911;21101022489;"OEconomia";journal;"22698450, 21135207";0,165;Q3;3;20;56;1081;16;55;0,23;54,05;France;Western Europe;"";"2018-2021";"History (Q2); Sociology and Political Science (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4)"
912;21100920038;"Revista de Bioetica y Derecho";journal;"18865887";0,165;Q3;3;35;97;1134;26;90;0,27;32,40;Spain;Western Europe;"Universitat de Barcelona, Observatorio de Bioetica y Derecho";"2019-2021";"Law (Q3); Sociology and Political Science (Q3)"
913;5700166680;"Revista de Estudios Politicos";journal;"00487694, 18856675";0,165;Q3;11;25;112;957;30;107;0,26;38,28;Spain;Western Europe;"Centro De Estudios Politicos y Constitucionales";"2008-2021";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
914;17505;"Social Change";journal;"00490857";0,165;Q3;13;28;120;572;74;107;0,51;20,43;India;Asiatic Region;"Council for Social Development";"1979, 1981-1987, 1995-1996, 1999-2021";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Development (Q4); Geography, Planning and Development (Q4)"
915;24268;"Korean Studies";journal;"0145840X, 15291529";0,164;Q3;5;10;18;398;11;18;0,79;39,80;United States;Northern America;"University of Hawaii Press";"1991-1998, 2017-2021";"Literature and Literary Theory (Q1); Visual Arts and Performing Arts (Q1); Cultural Studies (Q2); History (Q2); Anthropology (Q3); Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Geography, Planning and Development (Q4)"
916;23052;"Politicka Ekonomie";journal;"23368225, 00323233";0,164;Q3;16;33;95;1297;34;95;0,34;39,30;Czech Republic;Eastern Europe;"Vysoka Skola Ekonomicka";"1980, 1982, 1986-1987, 1993, 1996-2021";"Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
917;19700177314;"Revista de Cercetare si Interventie Sociala";journal;"15833410, 15845397";0,164;Q3;16;65;267;1967;160;267;0,61;30,26;Romania;Eastern Europe;"Editura Lumen";"2008-2021";"Sociology and Political Science (Q3); Health (social science) (Q4); Social Psychology (Q4)"
918;5700162050;"Revue Francaise d'Administration Publique";journal;"01527401";0,164;Q3;15;38;161;817;28;152;0,17;21,50;France;Western Europe;"Ecole Nationale d'Administration";"2002-2021";"Sociology and Political Science (Q3); Public Administration (Q4)"
919;21101045754;"Southern African Journal of Social Work and Social Development";journal;"27089355, 24155829";0,164;Q3;5;7;76;334;43;72;0,40;47,71;South Africa;Africa;"UNISA press";"2017-2021";"Sociology and Political Science (Q3); Development (Q4); Health (social science) (Q4)"
920;21674;"University of New South Wales law journal, The";journal;"03130096";0,164;Q3;6;57;154;488;86;139;0,42;8,56;Australia;Pacific Region;"Law School, University of New South Wales";"1983, 1991, 1994, 2001-2003, 2018-2021";"Philosophy (Q2); Law (Q3); Sociology and Political Science (Q3)"
921;12390;"Canadian journal of women and the law = Revue juridique La femme et le droit";journal;"08328781, 19110235";0,163;Q3;14;5;55;191;32;55;0,63;38,20;Canada;Northern America;"University of Toronto Press";"1986-1987, 1989-1990, 1993-1994, 2003, 2009-2021";"Gender Studies (Q3); Law (Q3); Sociology and Political Science (Q3)"
922;5700168554;"Cultural and Social History";journal;"14780038, 14780046";0,163;Q3;17;35;104;225;52;100;0,52;6,43;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2021";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)"
923;26001;"Drustvena Istrazivanja";journal;"18486096, 13300288";0,163;Q3;17;36;106;1573;47;91;0,45;43,69;Croatia;Eastern Europe;"Institute of Social Sciences Ivo Pilar";"1996-2021";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
924;21100894873;"World Review of Political Economy";journal;"20428928, 2042891X";0,162;Q3;3;6;83;244;19;81;0,15;40,67;United Kingdom;Western Europe;"Pluto Journals";"2018-2020";"Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4)"
925;21100889415;"African Journal of Social Work";journal;"24095605";0,161;Q3;5;1;89;17;63;89;0,71;17,00;Zimbabwe;Africa;"National Association of Social Workers Zimbabwe";"2018-2020";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Education (Q4); Health (social science) (Q4)"
926;21100902912;"European Yearbook of Minority Issues";journal;"15707865, 22116117";0,161;Q3;9;11;31;390;12;28;0,33;35,45;Netherlands;Western Europe;"Brill Academic Publishers";"2001, 2004-2005, 2008, 2010-2021";"Cultural Studies (Q2); Anthropology (Q3); Law (Q3); Sociology and Political Science (Q3); Geography, Planning and Development (Q4)"
927;21100793925;"Nordic Journal of Human Rights";journal;"1891814X, 18918131";0,161;Q3;9;28;60;0;33;55;0,50;0,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2021";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
928;27025;"Orbis";journal;"00304387";0,161;Q3;28;45;123;0;55;117;0,41;0,00;Netherlands;Western Europe;"Elsevier BV";"1986, 1989, 1993-2021";"Sociology and Political Science (Q3); Safety Research (Q4); Safety, Risk, Reliability and Quality (Q4)"
